movieId,title,genres,tags
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,action action packed arnold chase comedy espionage fun movie good action gunfight silly fun special effects spies spy spying terrorism weapons
457,"Fugitive, The (1993)",Thriller,action action packed adventure based on a tv show chase conspiracy crime drama fast paced good good action great acting great ending great movie intense mentor murder oscar (best supporting actor) oscar winner police investigation prison escape runaway suspense suspenseful tense thriller tom clancy twists & turns
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,action action packed adapted from:book adventure based on a book based on book big budget cgi chase children cloning computer animation dinosaurs dynamic cgi action effects entertaining exciting fantasy world franchise genetics good good action great movie imagination intense island kids original oscar (best effects - visual effects) oscar winner saturn award (best special effects) scary science fiction scifi special effects spielberg suspense technology tense visual visually stunning
497,Much Ado About Nothing (1993),Comedy|Romance,dialogue great acting literature original shakespeare witty
524,Rudy (1993),Drama,based on a true story based on true story biopic college courage dreams feel good movie feel-good football great acting inspirational inspiring mentor sports true story underdog
527,Schindler's List (1993),Drama|War,amazing photography anti-semitism based on a book based on a true story based on book based on true story black and white brutality cinematography compassionate courage drama dramatic earnest emotional epic excellent script genocide germany good good acting great acting great ending heartbreaking historical history holocaust honest humanity imdb top 250 intense interesting jewish jews masterpiece nazi nazis original oscar oscar (best actor) oscar (best actress) oscar (best cinematography) oscar (best directing) oscar (best editing) oscar (best picture) oscar (best supporting actor) oscar winner poignant poland powerful ending realistic sentimental spielberg storytelling survival thought-provoking touching tragedy true story us history violence war wartime world war ii wwii
534,Shadowlands (1993),Drama|Romance,beautifully filmed c.s. lewis life & death love love story
553,Tombstone (1993),Action|Drama|Western,great acting great movie gunfight guns historical oscar (best cinematography) scenic vengeance western
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,adventure animated animation cartoon childhood children classic computer animation disney disney animated feature fairy tale good good versus evil great kids kids and family magic rags to riches
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,action action packed android(s)/cyborg(s) androids apocalypse arnold artificial intelligence awesome soundtrack big budget chase classic cool cyborgs dynamic cgi action dystopia dystopic future effects end of the world fighting future futuristic good good action good sequel great movie highly quotable imdb top 250 intense man versus machine mother-son relationship motorcycle nuclear war original original plot oscar (best effects - visual effects) oscar (best sound) quotable robots saturn award (best special effects) sci fi sci-fi science fiction scifi special effects story suspense suspenseful technology tense time travel violence violent visceral visual weapons
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,adaptation adapted from:book atmospheric based on a book based on book brutality cannibalism cerebral classic complex complicated creepy crime dark disturbing drama dramatic excellent excellent script exceptional acting frightening good good acting great acting great ending great movie gruesome hannibal lecter horror imdb top 250 insanity intellectual intense interesting investigation manipulation masterpiece mentor murder obsession original original plot oscar oscar (best actor) oscar (best actress) oscar (best directing) oscar (best picture) oscar winner plot twist police investigation powerful ending psychiatrist psychological psychology quotable scary serial killer storytelling suspense suspenseful tense thriller twist twists & turns violence violent visceral
608,Fargo (1996),Comedy|Crime|Drama|Thriller,absurd beautiful scenery black comedy cinematography coen bros coen brothers crime crime gone awry dark comedy dark humor excellent script good soundtrack gratuitous violence great acting greed hit men imdb top 250 kidnapping masterpiece minnesota murder original oscar (best actress) oscar (best directing) oscar (best writing - screenplay written directly for the screen) storytelling suspenseful twists & turns violence violent
653,Dragonheart (1996),Action|Adventure|Fantasy,adventure big budget destiny dragon dragons fairy tale fairy tales fantasy fantasy world high fantasy immortality magic medieval mentor mythology sacrifice special effects
665,Underground (1995),Comedy|Drama|War,allegory drama golden palm masterpiece surreal surrealism wartime world war ii
733,"Rock, The (1996)",Action|Adventure|Thriller,007 (series) action action packed alcatraz awesome soundtrack big budget chase exciting explosions fast paced good good action gunfight lone hero mentor prison escape san francisco suspense vengeance weapons
858,"Godfather, The (1972)",Crime|Drama,adapted from:book cinematography classic corruption crime drama dramatic epic excellent excellent script exceptional acting francis ford copolla gangster gangsters good acting great acting great ending great movie guns highly quotable hit men imdb top 250 interesting mafia masterpiece melancholy mob organized crime oscar (best actor) oscar (best directing) oscar (best picture) oscar (best supporting actor) powerful ending story storytelling violence violent visceral
899,Singin' in the Rain (1952),Comedy|Musical|Romance,afi 100 broadway classic dance dancing good music imdb top 250 light music musical oscar (best directing) oscar (best picture) talky
902,Breakfast at Tiffany's (1961),Drama|Romance,adapted from:book affectionate based on a book bittersweet chick flick classic loneliness love story new york new york city original oscar (best actress) relationships romance romantic romantic comedy sweet wistful
912,Casablanca (1942),Drama|Romance,afi 100 amazing cinematography based on a play bittersweet black and white classic cynical dialogue drama germany great acting great ending great movie imdb top 250 love love story love triangles masterpiece nazi nazis oscar (best directing) oscar (best picture) oscar winner quotable romance talky wartime world war ii wwii
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,adapted from:book betrayal black and white classic complex complicated complicated plot criterion cynical dark hero detective dialogue enigmatic film noir great acting great ending greed highly quotable imdb top 250 investigation literary adaptation masterpiece murder mystery neo-noir noir noir thriller oscar (best directing) police investigation private detective san francisco suspense talky twists & turns
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,70mm based on a play broadway good music music musical oscar (best actor) oscar (best actress) oscar (best directing) oscar (best picture) oscar (best supporting actor) story
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,adapted from:book based on a book based on book black and white childhood classic colourful courage fairy tale fantasy fantasy world heartwarming imagination imdb top 250 magic musical original road movie witch witches wizards
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,70mm adapted from:book astronauts breathtaking cerebral cinematography dialogue enigmatic existentialism first contact future futuristic humanity imdb top 250 kubrick masterpiece meditative mindfuck philosophical scenic sci fi sci-fi science fiction scifi slow paced space space travel storytelling surreal technology visual visually appealing visually stunning weird
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,alternate universe childhood classic feel-good great acting heartwarming idealism imdb top 250 life masterpiece nostalgic oscar (best directing) sentimental small town story
1035,"Sound of Music, The (1965)",Musical|Romance,70mm based on true story childhood children classic family good music kids and family love story music musical nazis oscar (best directing) oscar (best picture) romantic scenic
1080,Monty Python's Life of Brian (1979),Comedy,absurd biblical british comedy christianity classic comedy controversial criterion cult classic funniest movies funny funny as hell gilliam goofy hilarious humor humorous imdb top 250 irreverent jesus life male nudity monty python original parody quotable religion sarcasm satire satirical silly social commentary
1088,Dirty Dancing (1987),Drama|Musical|Romance,chick flick dance dancing girlie movie guilty pleasure love story romance romantic teen teen movie
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,alien aliens childhood children classic family fantasy good heartwarming kids kids and family masterpiece nostalgic oscar (best directing) oscar (best effects - visual effects) oscar (best picture) saturn award (best special effects) sci-fi science fiction scifi sentimental space special effects spielberg stranded touching
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,absurd british british comedy classic comedy criterion cult classic cult film dumb but funny funniest movies funny funny as hell gilliam goofy great ending highly quotable hilarious humor humorous imdb top 250 irreverent king arthur masterpiece medieval monty python off-beat comedy original quotable rabbits sarcasm satire satirical silly spoof storytelling surreal very funny weird
1175,Delicatessen (1991),Comedy|Drama|Romance,absurd artistic atmospheric bizarre black comedy cannibalism cinematography comedy cult classic dark dark comedy dark humor dystopia dystopic future enigmatic french futuristic imagination melancholic off-beat comedy original post apocalyptic post-apocalyptic quirky storytelling strange stylish stylized surreal surrealism visual visually appealing visually stunning weird whimsical
1183,"English Patient, The (1996)",Drama|Romance|War,adultery amazing cinematography beautiful scenery beautifully filmed cinematography desert love love story oscar (best cinematography) oscar (best directing) oscar (best picture) passionate romance romantic wartime world war ii
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,70mm action adventure aliens awesome awesome soundtrack classic clones cool cult classic dark dialogue epic exciting family drama fast paced fighting forceful franchise futuristic good good action good versus evil great ending great movie highly quotable imdb top 250 intense masterpiece mentor modern fantasy mythology original original plot oscar (best effects - visual effects) oscar (best sound) rebellion robots saturn award (best special effects) scenic sci fi sci-fi science fiction scifi secrets sequel series space space opera space travel special effects star wars story storytelling sword fight trilogy visual visually stunning war
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,action adapted from:book adventure affectionate based on a book based on book classic comedy cult cult classic fairy tale fairy tales fantasy fantasy world feel-good fun good good versus evil great movie happy ending highly quotable humorous imagination imdb top 250 love love story medieval modern fantasy original quotable romance romantic storytelling swashbuckler sweet sword fight sword fighting whimsical witty
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,1930s action action packed adventure archaeology biblical big budget chase cinematography classic dialogue egypt entertaining epic excellent script exciting fast paced fighting franchise fun fun movie good good action good versus evil great great ending great movie gunfight highly quotable imdb top 250 indiana jones masterpiece mentor mythology nazi nazis original oscar (best directing) oscar (best effects - visual effects) oscar (best picture) quotable saturn award (best special effects) scenic series snakes special effects spielberg story storytelling supernatural suspense sword fight treasure treasure hunt trilogy very good visual
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,amazing cinematography anti-hero awesome soundtrack cinematography civil war classic desert dialogue drama ennio morricone epic good good soundtrack great acting great ending great movie great soundtrack greed gunfight guns highly quotable imdb top 250 long masterpiece moral ambiguity original oscar (best directing) photography quotable scenic spaghetti western story storytelling stylish stylized tense treasure hunt very good violent visceral western
1203,12 Angry Men (1957),Drama,based on a play black and white character study classic claustrophobic court courtroom courtroom drama crime criterion death penalty dialogue dialogue driven drama dramatic earnest excellent script exceptional acting forceful good acting great acting great ending great movie guilt idealism imdb top 250 intellectual intense interesting justice lawyers masterpiece murder original oscar (best actress) oscar (best directing) powerful ending prejudice social commentary storytelling suspense talky tense thought-provoking
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,action action packed adventure aliens awesome soundtrack chase cool dark desert destiny dialogue dynamic cgi action epic exciting fast paced fighting franchise futuristic good good action good versus evil great ending great movie highly quotable imdb top 250 intense masterpiece mythology original original plot oscar (best effects - visual effects) oscar (best sound) powerful ending rebellion redemption robots saturn award (best special effects) sci fi sci-fi science fiction scifi series space space opera special effects star wars story storytelling sword fight trilogy visual war
1213,Goodfellas (1990),Crime|Drama,adapted from:book anti-hero awesome soundtrack based on a book based on a true story based on book betrayal bloody brutal brutality classic corruption crime crime gone awry dark humor dialogue drama dramatic excellent script fast paced foul language gangster gangsters good acting good soundtrack gratuitous violence great acting great dialogue great ending great movie great soundtrack gritty heist highly quotable hit men hitman imdb top 250 intense interesting mafia masterpiece mentor mob narrated organized crime original oscar oscar (best actor) oscar (best directing) oscar (best picture) oscar (best supporting actor) powerful ending realistic storytelling stylish stylized suspense tense violence violent visceral
1217,Ran (1985),Drama|War,amazing cinematography artistic beautiful scenery beautifully filmed betrayal bleak breathtaking brothers cinematography criterion dramatic epic family bonds forceful foreign golden palm great acting greed imdb top 250 japan kurosawa long masterpiece melancholic melancholy oscar (best directing) poignant powerful ending samurai shakespeare storytelling stunning stylized tragedy vengeance visceral visual visually appealing visually stunning
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,afterlife allegory black and white bleak breathtaking cerebral chess cinematography criterion death enigmatic existentialism god grim imdb top 250 life & death macabre masterpiece meditative melancholic philosophical reflective swedish
1246,Dead Poets Society (1989),Drama,adolescence bittersweet boarding school childhood coming of age destiny drama dramatic excellent script friendship good great acting imdb top 250 inspirational inspiring life literature mentor original oscar (best directing) oscar (best supporting actor) powerful ending school sentimental storytelling teacher
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,adapted from:book best war films british camp classic courage dramatic epic forceful great acting great movie imdb top 250 jungle literary adaptation masterpiece oscar (best actor) oscar (best cinematography) oscar (best directing) oscar (best picture) oscar winner tense war wartime world war ii wwii
1257,Better Off Dead... (1985),Comedy|Romance,1980s 80s comedy cult classic cult film funny geeks good soundtrack goofy high school highly quotable hilarious light nostalgic original quirky quotable surreal teen teen movie teenager teens weird
1260,M (1931),Crime|Film-Noir|Thriller,atmospheric black and white bleak character study classic creepy crime criterion enigmatic forceful foreign germany golden palm great acting great ending grim imdb top 250 insanity masterpiece murder noir thriller obsession ominous organized crime oscar (best directing) paranoia paranoid police investigation powerful ending psychological serial killer silent storytelling suspense suspenseful talky tense vigilantism visually appealing
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,1950s 1980s 80s adventure alternate universe awesome soundtrack bullying classic comedy cool destiny fun fun movie future futuristic good great great ending great movie highly quotable humorous imdb top 250 mad scientist mentor nostalgic original original plot quotable saturn award (best special effects) sci fi sci-fi science fiction scifi special effects spielberg story teen time time loop time travel trilogy
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,based on a book based on book bittersweet chick flick drama feel good movie feel-good friendship girlie movie heartwarming nostalgic poignant relationships sentimental storytelling sweet touching unlikely friendships women
1275,Highlander (1986),Action|Adventure|Fantasy,1980s action awesome soundtrack cult classic destiny fantasy fight scenes fighting franchise great movie immortality medieval mentor modern fantasy mythology new york original original plot scotland special effects sword fight sword fighting
1283,High Noon (1952),Drama|Western,allegory classic courage forceful great acting great ending gunfight imdb top 250 lone hero masterpiece mentor morality oscar (best actor) oscar (best directing) oscar (best editing) small town suspense suspenseful tense western
1287,Ben-Hur (1959),Action|Adventure|Drama,70mm biblical breathtaking christian cinematography classic courage dramatic earnest epic excellent script forceful great acting great movie historical imdb top 250 jesus long masterpiece oscar oscar (best actor) oscar (best cinematography) oscar (best directing) oscar (best picture) oscar (best supporting actor) oscar winner racing redemption rome storytelling vengeance
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,action action packed adventure archaeology biblical chase classic exciting fast paced father son relationship father-son relationship franchise fun movie good good action great great ending great movie highly quotable imdb top 250 indiana jones mentor nazi nazis original oscar (best editing) oscar (best effects - visual effects) sequel series snakes special effects spielberg supernatural treasure treasure hunt trilogy
1293,Gandhi (1982),Drama,70mm biographical biography biopic colonialism courage dramatic exceptional acting factual great movie historical history idealism imdb top 250 india indians mentor oscar (best actor) oscar (best cinematography) oscar (best directing) oscar (best picture) oscar winner political politics us history
1299,"Killing Fields, The (1984)",Drama|War,based on a true story based on true story best war films biographical brutality cinematography civil war courage dramatic friendship genocide great acting historical history imdb top 250 oscar (best cinematography) oscar (best directing) oscar (best supporting actor) powerful ending survival tragedy true story us history vietnam vietnam war war
1302,Field of Dreams (1989),Children|Drama|Fantasy,baseball destiny drama fantasy father son relationship feel-good good great acting nostalgic oscar (best directing) oscar (best picture) redemption sentimental sports
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,action alien aliens based on a tv show cyborgs first contact franchise future futuristic good action original sci fi sci-fi science fiction scifi series space space opera space travel special effects star trek technology time travel
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,adventure aliens based on a tv show first contact franchise futuristic original sacrifice sci fi sci-fi science fiction scifi sequel series space space opera special effects spock star trek
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,adventure alien aliens based on a tv show first contact franchise fun movie future futuristic san francisco sci fi sci-fi science fiction scifi series space space opera special effects spock star trek story time travel
1393,Jerry Maguire (1996),Drama|Romance,chick flick drama dramatic excellent script feel good movie feel-good football girlie movie good great acting great movie happy ending heartwarming inspiring interesting love story mentor oscar oscar (best directing) oscar (best supporting actor) oscar winner quotable rags to riches romance romantic romantic comedy sentimental sports touching very good
1431,Beverly Hills Ninja (1997),Action|Comedy,comedy funniest movies funny funny as hell goofy hilarious idiotic ninja saturday night live silly silly fun very funny
1465,Rosewood (1997),Action|Drama,brutality ethnic conflict genocide gunfight segregation true story vigilante
1466,Donnie Brasco (1997),Crime|Drama,based on a book based on a true story based on true story betrayal crime crime gone awry drama dramatic gangster gangsters good soundtrack great acting great ending great movie hitman intense mafia mentor mob organized crime original true story undercover cop unlikely friendships violence violent
1485,Liar Liar (1997),Comedy,comedy divorce funny funny as hell goofy hilarious lawyer lawyers parenthood very funny
1488,"Devil's Own, The (1997)",Action|Drama|Thriller,assassin ireland irish irish accent new york world politics
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,action action packed alien aliens big budget cult classic dystopia dystopic future end of the world fun movie future futuristic imagination original sci fi sci-fi science fiction scifi space space opera special effects stunning technology visual visually appealing visually stunning weapons weird
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,action adventure alien alien invasion aliens based on a comic big budget chase comedy conspiracy conspiracy theory cool fast paced first contact fun fun movie funny good original oscar winner sci fi sci-fi science fiction scifi silly fun special effects
1584,Contact (1997),Drama|Sci-Fi,adapted from:book alien aliens astronauts based on a book cerebral earnest first contact future god idealism intelligent sci-fi interesting nasa philosophical philosophy religion sci fi sci-fi science science fiction scifi space space opera space travel technology thought-provoking visually stunning
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,action adventure arnold awesome soundtrack based on a comic brutality cult cult classic dialogue epic fantasy fantasy world fight scenes fighting good action high fantasy immortality magic medieval mythology original pulp quotable slavery snakes special effects sword fight sword fighting vengeance violence violent weapons wizards
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,action adapted from:book adventure based on a book based on book chase claustrophobic cold war conspiracy espionage excellent script fast paced good good action great acting gunfight intense military russian spies spying submarine suspense suspenseful tense thriller tom clancy underwater war weapons world politics
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,astronauts cerebral clones cloning complex destiny distopia dreams dystopia dystopic future future futuristic genetics intelligent sci-fi interesting original sci fi sci-fi science science fiction scifi social commentary space space program space travel technology thought-provoking utopia visual visually appealing visually stunning
1672,"Rainmaker, The (1997)",Drama,adapted from:book based on a book based on book business conspiracy corruption court courtroom courtroom drama greed interesting justice lawyer lawyers mentor
1674,Witness (1985),Drama|Romance|Thriller,corruption crime detective drama mentor murder police police corruption police investigation suspense thriller undercover cop
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,allegory alone in the world alternate reality cerebral drama dramatic existentialism great acting great movie interesting modern fantasy original oscar (best editing) oscar (best supporting actor) reality tv reflective small town social commentary surveillance television thought-provoking utopia
1693,Amistad (1997),Drama|Mystery,africa based on a true story based on true story civil war courage courtroom drama dramatic emotional factual freedom genocide historical history justice oscar (best cinematography) period piece rebellion slavery spielberg true story us history
1704,Good Will Hunting (1997),Drama|Romance,boston cerebral character study coming of age compassionate complex courage dialogue driven drama dramatic earnest emotional excellent excellent script exceptional acting feel good movie feel-good foul language friendship genius good good acting good soundtrack great acting great ending great movie heartwarming honest imdb top 250 inspirational intellectual intelligent interesting life love story math mathematics mentor original oscar oscar (best actor) oscar (best actress) oscar (best directing) oscar (best picture) oscar (best supporting actor) oscar (best supporting actress) oscar (best writing - screenplay written directly for the screen) oscar winner philosophy powerful ending psychological psychology quotable realistic relationships sappy sentimental storytelling thought-provoking touching unlikely friendships
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,007 007 (series) action action packed assassin big budget bond chase espionage fast paced franchise good action james bond motorcycle secret service series spies spy spying
1873,"Misérables, Les (1998)",Crime|Drama|Romance|War,adaptation adapted from:book based on a book based on book literature paris
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,animated animation cartoon children computer animation disney disney animated feature fairy tale family good heroine musical
1923,There's Something About Mary (1998),Comedy|Romance,comedy crude humor dumb foul language funniest movies funny funny as hell goofy hilarious humor humorous off-beat comedy original stupidity very funny
1951,Oliver! (1968),Drama|Musical,adapted from:book based on a book broadway good music music musical oscar (best directing) oscar (best picture)
1957,Chariots of Fire (1981),Drama,anti-semitism based on a true story based on true story biographical courage dramatic historical inspirational inspiring mentor olympics oscar (best directing) oscar (best picture) racing sports true story
1968,"Breakfast Club, The (1985)",Comedy|Drama,1980s 80s adolescence bullying coming of age coming-of-age cult classic drama excellent script geeks good soundtrack high school original school social commentary stereotypes teen teen movie teenager teenagers teens unlikely friendships
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,adventure alternate reality alternate universe complex destiny fun movie future futuristic good sequel gunfight original original plot saturn award (best special effects) sci fi sci-fi science fiction scifi sequel special effects technology time time loop time travel trilogy
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,adventure alternate reality alternate universe destiny franchise fun movie future futuristic good great ending gunfight sci fi sci-fi science fiction scifi sequel series time time travel trilogy
2028,Saving Private Ryan (1998),Action|Drama|War,action amazing photography best war films brutality courage drama dramatic epic excellent script good good acting great acting great movie historical history imdb top 250 intense masterpiece original oscar oscar (best cinematography) oscar (best directing) oscar (best picture) oscar winner poignant powerful ending realistic sacrifice sentimental spielberg us history violence violent visceral war war movie wartime world war ii wwii
2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery,beautifully filmed complex criterion family drama foreign intimate long masterpiece meditative poignant swedish
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,animated animation cartoon childhood classic cute disney disney animated feature fairy tale family girlie movie happy ending kids and family musical talking animals witch
2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,christmas ghosts holiday muppets puppets redemption
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,action action packed adventure archaeology chase exciting fast paced franchise fun movie good good action indiana jones oscar (best effects - visual effects) sequel series snakes spielberg treasure treasure hunt trilogy violence
2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,adaptation adapted from:book animated animation based on a book based on book cartoon criterion dark original rabbits talking animals violence violent weird
2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,adapted from:book animals animated animation based on a book based on book cartoon disney animated feature fantasy world original rats talking animals
2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,africa comedy culture clash desert humorous
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,adapted from:book adventure based on a book based on book book books bullying childhood children dark fantasy dragons fairy tale fairy tales fantasy fantasy world good versus evil high fantasy imagination innocence lost magic mythology original school special effects story wizards
2194,"Untouchables, The (1987)",Action|Crime|Drama,1930s action chase chicago classic corruption crime dialogue drama dramatic excellent script fast paced foul language gangster gangsters good good acting great great acting great ending great movie gunfight historical hit men imdb top 250 intense irish accent mafia mentor mob moral ambiguity organized crime original oscar oscar (best actor) oscar (best directing) oscar (best supporting actor) oscar winner police corruption prohibition story stylish suspense tense violence violent
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,conspiracy corruption court courtroom courtroom drama crime dialogue drama dramatic earnest excellent excellent script forceful good good acting great acting great movie intense justice lawyer lawyers mentor military murder oscar (best directing) oscar winner suspense tense tom clancy
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,action action packed buddy movie chase chris tucker comedy fight scenes fun movie funny good action hong kong kidnapping kung fu los angeles martial arts
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,animated animation cartoon computer animation kids kids and family original talking animals
